onset	duration	trial_type	stim_id	condition	identity	goal	corr_resp	block	fix_duration	subj_id	resp_key	rt
104.526	1.5	compared	mst_068_A_l2.png	compared	A	A-B	none	2	1.5515321159948	102	NA	NaN
108.159	1.5	compared	mst_121_A_l3.png	compared	A	A-A	none	2	2.12252462476031	102	NA	NaN
110.201	1.5	compared	mst_068_B_l2.png	compared	B	A-B	2	2	0.533898873152882	102	2	1.02129891421646
113.193	1.5	compared	mst_121_A_l3.png	compared	A	A-A	1	2	1.47901480868262	102	1	0.719616661779583
116.268	1.5	compared	mst_051_A_l2.png	compared	A	A-B	none	2	1.5644950547513	102	NA	NaN
119.584	1.5	novel	mst_146_A_l3.png	novel	A	A-N	none	2	1.80864903103906	102	NA	NaN
123.009	1.5	compared	mst_051_B_l2.png	compared	B	A-B	2	2	1.91834634106031	102	1	0.78514598403126
125.109	1.5	compared	mst_108_A_l2.png	compared	A	A-N	none	2	0.58858832018272	102	NA	NaN
127.351	1.5	novel	mst_050_A_l2.png	novel	A	A-N	none	2	0.731817541095291	102	NA	NaN
131.284	1.5	compared	mst_086_A_l2.png	compared	A	A-A	none	2	2.42612093634071	102	NA	NaN
135.259	1.5	compared	mst_220_A_l3.png	compared	A	A-N	none	2	2.4663953098419	102	NA	NaN
139.259	1.5	compared	mst_086_A_l2.png	compared	A	A-A	1	2	2.48868763259651	102	1	0.911364453844726
141.776	1.5	novel	mst_201_A_l3.png	novel	A	A-B	none	2	1.00651145977056	102	NA	NaN
145.609	1.5	compared	mst_216_A_l3.png	compared	A	A-N	none	2	2.32500550473452	102	NA	NaN
149.509	1.5	novel	mst_201_B_l3.png	novel	B	A-B	2	2	2.38767556932932	102	2	0.952524669468403
153.502	1.5	compared	mst_020_A_l2.png	compared	A	A-A	none	2	2.48487393665686	102	NA	NaN
155.509	1.5	compared	mst_026_A_l2.png	compared	A	A-N	none	2	0.501062173867216	102	NA	NaN
158.084	1.5	compared	mst_020_A_l2.png	compared	A	A-A	1	2	1.06370662782601	102	1	0.703667749650776
161.251	1.5	compared	mst_073_A_l2.png	compared	A	A-A	none	2	1.65817729767047	102	NA	NaN
163.993	1.5	novel	mst_181_A_l3.png	novel	A	A-N	none	2	1.23467207397867	102	NA	NaN
166.484	1.5	compared	mst_073_A_l2.png	compared	A	A-A	1	2	0.984690282438798	102	1	0.973822759464383
168.876	1.5	novel	mst_159_A_l3.png	novel	A	A-B	none	2	0.883770531967076	102	NA	NaN
172.759	1.5	novel	mst_080_A_l2.png	novel	A	A-A	none	2	2.37510646056647	102	NA	NaN
176.476	1.5	novel	mst_159_B_l3.png	novel	B	A-B	2	2	2.20863185328974	102	1	0.964280945248902
179.209	1.5	novel	mst_080_A_l2.png	novel	A	A-A	1	2	1.22154002332501	102	1	0.659935752861202
181.901	1.5	compared	mst_217_A_l3.png	compared	A	A-B	none	2	1.17985777210692	102	NA	NaN
184.218	1.5	novel	mst_135_A_l3.png	novel	A	A-N	none	2	0.804754616336124	102	NA	NaN
186.818	1.5	compared	mst_217_B_l3.png	compared	B	A-B	2	2	1.09304927721618	102	2	1.28178218193352
189.168	1.5	novel	mst_200_A_l3.png	novel	A	A-N	none	2	0.843010282514561	102	NA	NaN
191.96	1.5	novel	mst_115_A_l2.png	novel	A	A-A	none	2	1.28459539728805	102	NA	NaN
195.018	1.5	compared	mst_095_A_l2.png	compared	A	A-N	none	2	1.54688946710936	102	NA	NaN
197.068	1.5	novel	mst_115_A_l2.png	novel	A	A-A	1	2	0.542077855227721	102	1	0.760917929001153
199.735	1.5	novel	mst_049_A_l2.png	novel	A	A-A	none	2	1.15509741487388	102	NA	NaN
203.535	1.5	novel	mst_021_A_l2.png	novel	A	A-N	none	2	2.29218931623817	102	NA	NaN
206.593	1.5	novel	mst_049_A_l2.png	novel	A	A-A	1	2	1.54745878842654	102	1	0.81001856457442
209.076	1.5	compared	mst_196_A_l3.png	compared	A	A-A	none	2	0.971287391536797	102	NA	NaN
212.985	1.5	compared	mst_110_A_l2.png	compared	A	A-A	none	2	2.39497242579163	102	NA	NaN
215.86	1.5	compared	mst_196_A_l3.png	compared	A	A-A	1	2	1.36896592834921	102	NA	NaN
219.043	1.5	compared	mst_110_A_l2.png	compared	A	A-A	1	2	1.67089007423217	102	1	0.803211752325296
221.076	1.5	compared	mst_089_A_l2.png	compared	A	A-A	none	2	0.523585091792234	102	NA	NaN
224.301	1.5	compared	mst_035_A_l2.png	compared	A	A-N	none	2	1.71726144963295	102	NA	NaN
226.918	1.5	compared	mst_089_A_l2.png	compared	A	A-A	1	2	1.10272909360712	102	1	0.746237015351653
230.343	1.5	novel	mst_157_A_l3.png	novel	A	A-N	none	2	1.9133013034935	102	NA	NaN
234.018	1.5	novel	mst_173_A_l3.png	novel	A	A-A	none	2	2.16486900717315	102	NA	NaN
237.051	1.5	novel	mst_092_A_l2.png	novel	A	A-B	none	2	1.52395478765801	102	NA	NaN
240.785	1.5	novel	mst_173_A_l3.png	novel	A	A-A	1	2	2.22774506836846	102	1	0.925017080269754
243.01	1.5	novel	mst_092_B_l2.png	novel	B	A-B	2	2	0.714937618093913	102	2	1.165945420973
245.126	1.5	novel	mst_099_A_l2.png	novel	A	A-B	none	2	0.603684506551551	102	NA	NaN
248.168	1.5	compared	mst_179_A_l3.png	compared	A	A-B	none	2	1.52864643952733	102	NA	NaN
250.301	1.5	novel	mst_099_B_l2.png	novel	B	A-B	2	2	0.621269195920468	102	1	1.07730453182012
253.968	1.5	compared	mst_179_B_l3.png	compared	B	A-B	2	2	2.15821131933455	102	2	0.884787674061954
257.801	1.5	novel	mst_071_A_l2.png	novel	A	A-N	none	2	2.32003923609258	102	1	-2.21047019027174
260.626	1.5	compared	mst_231_A_l3.png	compared	A	A-A	none	2	1.3155509844706	102	NA	NaN
262.885	1.5	compared	mst_163_A_l3.png	compared	A	A-B	none	2	0.750569917345301	102	NA	NaN
265.352	1.5	compared	mst_231_A_l3.png	compared	A	A-A	1	2	0.957741695811949	102	1	0.844566670246422
267.677	1.5	compared	mst_163_B_l3.png	compared	B	A-B	2	2	0.818522036909112	102	1	1.04059340246022
270.827	1.5	novel	mst_160_A_l3.png	novel	A	A-N	none	2	1.63693454508595	102	NA	NaN
274.526	1.5	novel	mst_077_A_l2.png	novel	A	A-B	none	2	2.19014358463353	102	NA	NaN
277.377	1.5	compared	mst_060_A_l2.png	compared	A	A-N	none	2	1.3369470184779	102	NA	NaN
280.493	1.5	novel	mst_077_B_l2.png	novel	B	A-B	2	2	1.60358860494194	102	2	0.901167934760451
283.777	1.5	compared	mst_215_A_l3.png	compared	A	A-A	none	2	1.77406357266294	102	NA	NaN
286.227	1.5	compared	mst_177_A_l3.png	compared	A	A-B	none	2	0.94230379396306	102	NA	NaN
288.585	1.5	compared	mst_215_A_l3.png	compared	A	A-A	1	2	0.843990514896044	102	1	1.08562396746129
291.902	1.5	compared	mst_177_B_l3.png	compared	B	A-B	2	2	1.80728627366129	102	2	0.857036638073623
294.177	1.5	novel	mst_203_A_l3.png	novel	A	A-B	none	2	0.767124473054235	102	NA	NaN
296.96	1.5	novel	mst_171_A_l3.png	novel	A	A-A	none	2	1.27647488496226	102	NA	NaN
300.585	1.5	novel	mst_203_B_l3.png	novel	B	A-B	2	2	2.11418783364911	102	2	1.13080927077681
303.552	1.5	novel	mst_171_A_l3.png	novel	A	A-A	1	2	1.45968828993976	102	1	0.758198534138501
