onset	duration	trial_type	stim_id	condition	identity	goal	corr_resp	block	fix_duration	subj_id	resp_key	rt
233.792	1.5	compared	mst_151_A_l3.png	compared	A	A-A	1	4	0.712037360705406	102	1	1.02579750213772
236.684	1.5	compared	mst_016_A_l2.png	compared	A	A-B	none	4	1.37771255255853	102	NA	NaN
239.626	1.5	compared	mst_033_A_l2.png	compared	A	A-B	none	4	1.42926776070965	102	NA	NaN
242.542	1.5	compared	mst_016_B_l2.png	compared	B	A-B	2	4	1.40762318867007	102	1	1.14799898769706
245.101	1.5	compared	mst_033_B_l2.png	compared	B	A-B	2	4	1.05098707270916	102	1	1.30354747641832
248.709	1.5	novel	mst_048_A_l2.png	novel	A	A-A	none	4	2.10237571606866	102	NA	NaN
252.651	1.5	novel	mst_237_A_l3.png	novel	A	A-N	none	4	2.43361769087379	102	NA	NaN
256.292	1.5	novel	mst_048_A_l2.png	novel	A	A-A	1	4	2.13177063069937	102	1	0.8571503367275
259.042	1.5	compared	mst_209_A_l3.png	compared	A	A-N	none	4	1.23794494958104	102	NA	NaN
261.717	1.5	compared	mst_128_A_l3.png	compared	A	A-N	none	4	1.1680387460781	102	NA	NaN
263.934	1.5	compared	mst_046_A_l2.png	compared	A	A-A	none	4	0.705029028034448	102	NA	NaN
266.767	1.5	novel	mst_184_A_l3.png	novel	A	A-N	none	4	1.3259322203492	102	NA	NaN
270.467	1.5	compared	mst_046_A_l2.png	compared	A	A-A	1	4	2.19111668900547	102	1	1.09733413811773
273.376	1.5	novel	mst_134_A_l3.png	novel	A	A-B	none	4	1.39493066443292	102	NA	NaN
276.609	1.5	compared	mst_075_A_l2.png	compared	A	A-A	none	4	1.72057887712207	102	NA	NaN
279.518	1.5	novel	mst_134_B_l3.png	novel	B	A-B	2	4	1.39603474375923	102	1	1.01145053096116
283.393	1.5	compared	mst_075_A_l2.png	compared	A	A-A	1	4	2.36425468291543	102	1	0.785442572087049
286.751	1.5	novel	mst_024_A_l2.png	novel	A	A-B	none	4	1.8506312379172	102	NA	NaN
290.451	1.5	novel	mst_154_A_l3.png	novel	A	A-A	none	4	2.18898724889892	102	NA	NaN
292.476	1.5	novel	mst_024_B_l2.png	novel	B	A-B	2	4	0.517814151633045	102	2	1.37130881007761
296.001	1.5	novel	mst_154_A_l3.png	novel	A	A-A	1	4	2.01466333522501	102	1	0.917352323420346
299.643	1.5	compared	mst_139_A_l3.png	compared	A	A-B	none	4	2.13592910135128	102	NA	NaN
302.768	1.5	novel	mst_029_A_l2.png	novel	A	A-A	none	4	1.6178788017486	102	NA	NaN
305.326	1.5	compared	mst_139_B_l3.png	compared	B	A-B	2	4	1.05221181517726	102	2	1.1665215222165
307.518	1.5	novel	mst_029_A_l2.png	novel	A	A-A	1	4	0.680278140641113	102	1	1.11887245159596
